Iniciando simulación con 6 sensores y 50 eventos por sensor.

{'sensor': 0, 'vehiculos': 29, 'velocidad': 98}
{'sensor': 5, 'vehiculos': 21, 'velocidad': 70}
{'sensor': 4, 'vehiculos': 31, 'velocidad': 91}
{'sensor': 2, 'vehiculos': 36, 'velocidad': 61}
{'sensor': 5, 'vehiculos': 47, 'velocidad': 22}
{'sensor': 3, 'vehiculos': 19, 'velocidad': 59}
{'sensor': 0, 'vehiculos': 17, 'velocidad': 55}
{'sensor': 1, 'vehiculos': 31, 'velocidad': 85}
{'sensor': 4, 'vehiculos': 21, 'velocidad': 32}
{'sensor': 3, 'vehiculos': 40, 'velocidad': 91}
{'sensor': 0, 'vehiculos': 50, 'velocidad': 27}
{'sensor': 5, 'vehiculos': 23, 'velocidad': 68}
{'sensor': 2, 'vehiculos': 22, 'velocidad': 68}
{'sensor': 3, 'vehiculos': 47, 'velocidad': 79}
{'sensor': 5, 'vehiculos': 46, 'velocidad': 37}
{'sensor': 1, 'vehiculos': 35, 'velocidad': 75}
{'sensor': 0, 'vehiculos': 48, 'velocidad': 64}
{'sensor': 3, 'vehiculos': 41, 'velocidad': 66}
{'sensor': 4, 'vehiculos': 23, 'velocidad': 63}
{'sensor': 2, 'vehiculos': 30, 'velocidad': 90}
{'sensor': 1, 'vehiculos': 48, 'velocidad': 20}
{'sensor': 5, 'vehiculos': 17, 'velocidad': 83}
{'sensor': 0, 'vehiculos': 30, 'velocidad': 76}
{'sensor': 3, 'vehiculos': 33, 'velocidad': 67}
{'sensor': 2, 'vehiculos': 39, 'velocidad': 88}
{'sensor': 4, 'vehiculos': 20, 'velocidad': 24}
{'sensor': 2, 'vehiculos': 12, 'velocidad': 82}
{'sensor': 1, 'vehiculos': 50, 'velocidad': 53}
{'sensor': 0, 'vehiculos': 22, 'velocidad': 30}
{'sensor': 5, 'vehiculos': 38, 'velocidad': 22}
{'sensor': 3, 'vehiculos': 27, 'velocidad': 98}
{'sensor': 2, 'vehiculos': 20, 'velocidad': 81}
{'sensor': 1, 'vehiculos': 45, 'velocidad': 22}
{'sensor': 0, 'vehiculos': 42, 'velocidad': 91}
{'sensor': 4, 'vehiculos': 35, 'velocidad': 53}
{'sensor': 1, 'vehiculos': 50, 'velocidad': 30}
{'sensor': 0, 'vehiculos': 38, 'velocidad': 72}
{'sensor': 4, 'vehiculos': 12, 'velocidad': 53}
{'sensor': 3, 'vehiculos': 32, 'velocidad': 70}
{'sensor': 5, 'vehiculos': 14, 'velocidad': 40}
{'sensor': 2, 'vehiculos': 29, 'velocidad': 21}
{'sensor': 1, 'vehiculos': 19, 'velocidad': 63}
{'sensor': 5, 'vehiculos': 35, 'velocidad': 62}
{'sensor': 3, 'vehiculos': 8, 'velocidad': 97}
{'sensor': 2, 'vehiculos': 31, 'velocidad': 75}
{'sensor': 0, 'vehiculos': 14, 'velocidad': 83}
{'sensor': 4, 'vehiculos': 25, 'velocidad': 84}
{'sensor': 5, 'vehiculos': 39, 'velocidad': 94}
{'sensor': 2, 'vehiculos': 32, 'velocidad': 88}
{'sensor': 1, 'vehiculos': 49, 'velocidad': 27}
{'sensor': 3, 'vehiculos': 41, 'velocidad': 74}
{'sensor': 0, 'vehiculos': 8, 'velocidad': 100}
{'sensor': 1, 'vehiculos': 19, 'velocidad': 24}
{'sensor': 3, 'vehiculos': 19, 'velocidad': 54}
{'sensor': 2, 'vehiculos': 36, 'velocidad': 82}
{'sensor': 4, 'vehiculos': 13, 'velocidad': 61}
{'sensor': 5, 'vehiculos': 18, 'velocidad': 43}
{'sensor': 0, 'vehiculos': 21, 'velocidad': 74}
{'sensor': 1, 'vehiculos': 48, 'velocidad': 44}
{'sensor': 3, 'vehiculos': 33, 'velocidad': 54}
{'sensor': 0, 'vehiculos': 44, 'velocidad': 34}
{'sensor': 2, 'vehiculos': 15, 'velocidad': 86}
{'sensor': 4, 'vehiculos': 29, 'velocidad': 42}
{'sensor': 5, 'vehiculos': 32, 'velocidad': 87}
{'sensor': 3, 'vehiculos': 43, 'velocidad': 89}
{'sensor': 0, 'vehiculos': 26, 'velocidad': 88}
{'sensor': 5, 'vehiculos': 28, 'velocidad': 95}
{'sensor': 4, 'vehiculos': 39, 'velocidad': 61}
{'sensor': 2, 'vehiculos': 49, 'velocidad': 21}
{'sensor': 1, 'vehiculos': 18, 'velocidad': 54}
{'sensor': 4, 'vehiculos': 21, 'velocidad': 72}
{'sensor': 0, 'vehiculos': 19, 'velocidad': 26}
{'sensor': 5, 'vehiculos': 17, 'velocidad': 57}
{'sensor': 3, 'vehiculos': 21, 'velocidad': 35}
{'sensor': 2, 'vehiculos': 21, 'velocidad': 53}
{'sensor': 4, 'vehiculos': 50, 'velocidad': 87}
{'sensor': 1, 'vehiculos': 28, 'velocidad': 31}
{'sensor': 5, 'vehiculos': 41, 'velocidad': 25}
{'sensor': 2, 'vehiculos': 27, 'velocidad': 75}
{'sensor': 0, 'vehiculos': 40, 'velocidad': 89}
{'sensor': 3, 'vehiculos': 47, 'velocidad': 70}
{'sensor': 0, 'vehiculos': 16, 'velocidad': 93}
{'sensor': 4, 'vehiculos': 27, 'velocidad': 80}
{'sensor': 3, 'vehiculos': 43, 'velocidad': 21}
{'sensor': 1, 'vehiculos': 5, 'velocidad': 41}
{'sensor': 5, 'vehiculos': 9, 'velocidad': 64}
{'sensor': 2, 'vehiculos': 9, 'velocidad': 64}
{'sensor': 3, 'vehiculos': 25, 'velocidad': 56}
{'sensor': 5, 'vehiculos': 18, 'velocidad': 64}
{'sensor': 1, 'vehiculos': 22, 'velocidad': 100}
{'sensor': 2, 'vehiculos': 46, 'velocidad': 60}
{'sensor': 0, 'vehiculos': 24, 'velocidad': 74}
{'sensor': 4, 'vehiculos': 39, 'velocidad': 38}
{'sensor': 5, 'vehiculos': 40, 'velocidad': 32}
{'sensor': 2, 'vehiculos': 8, 'velocidad': 22}
{'sensor': 1, 'vehiculos': 33, 'velocidad': 79}
{'sensor': 3, 'vehiculos': 46, 'velocidad': 21}
{'sensor': 4, 'vehiculos': 11, 'velocidad': 92}
{'sensor': 5, 'vehiculos': 33, 'velocidad': 31}
{'sensor': 1, 'vehiculos': 36, 'velocidad': 36}
{'sensor': 0, 'vehiculos': 48, 'velocidad': 87}
{'sensor': 3, 'vehiculos': 7, 'velocidad': 65}
{'sensor': 2, 'vehiculos': 24, 'velocidad': 58}
{'sensor': 3, 'vehiculos': 13, 'velocidad': 57}
{'sensor': 4, 'vehiculos': 8, 'velocidad': 42}
{'sensor': 5, 'vehiculos': 18, 'velocidad': 95}
{'sensor': 0, 'vehiculos': 13, 'velocidad': 84}
{'sensor': 3, 'vehiculos': 18, 'velocidad': 32}
{'sensor': 2, 'vehiculos': 21, 'velocidad': 34}
{'sensor': 1, 'vehiculos': 47, 'velocidad': 59}
{'sensor': 4, 'vehiculos': 38, 'velocidad': 71}
{'sensor': 2, 'vehiculos': 13, 'velocidad': 69}
{'sensor': 3, 'vehiculos': 8, 'velocidad': 62}
{'sensor': 5, 'vehiculos': 34, 'velocidad': 67}
{'sensor': 0, 'vehiculos': 17, 'velocidad': 85}
{'sensor': 4, 'vehiculos': 33, 'velocidad': 61}
{'sensor': 1, 'vehiculos': 19, 'velocidad': 60}
{'sensor': 5, 'vehiculos': 9, 'velocidad': 57}
{'sensor': 0, 'vehiculos': 42, 'velocidad': 100}
{'sensor': 2, 'vehiculos': 19, 'velocidad': 38}
{'sensor': 3, 'vehiculos': 42, 'velocidad': 53}
{'sensor': 5, 'vehiculos': 46, 'velocidad': 28}
{'sensor': 0, 'vehiculos': 6, 'velocidad': 43}
{'sensor': 1, 'vehiculos': 26, 'velocidad': 65}
{'sensor': 2, 'vehiculos': 11, 'velocidad': 31}
{'sensor': 5, 'vehiculos': 16, 'velocidad': 86}
{'sensor': 1, 'vehiculos': 42, 'velocidad': 23}
{'sensor': 4, 'vehiculos': 11, 'velocidad': 74}
{'sensor': 0, 'vehiculos': 32, 'velocidad': 97}
{'sensor': 2, 'vehiculos': 35, 'velocidad': 39}
{'sensor': 5, 'vehiculos': 18, 'velocidad': 72}
{'sensor': 3, 'vehiculos': 14, 'velocidad': 93}
{'sensor': 4, 'vehiculos': 7, 'velocidad': 34}
{'sensor': 1, 'vehiculos': 44, 'velocidad': 23}
{'sensor': 3, 'vehiculos': 7, 'velocidad': 90}
{'sensor': 2, 'vehiculos': 14, 'velocidad': 23}
{'sensor': 0, 'vehiculos': 28, 'velocidad': 53}
{'sensor': 4, 'vehiculos': 14, 'velocidad': 92}
{'sensor': 3, 'vehiculos': 47, 'velocidad': 99}
{'sensor': 5, 'vehiculos': 43, 'velocidad': 91}
{'sensor': 1, 'vehiculos': 11, 'velocidad': 72}
{'sensor': 2, 'vehiculos': 48, 'velocidad': 75}
{'sensor': 5, 'vehiculos': 42, 'velocidad': 64}
{'sensor': 4, 'vehiculos': 7, 'velocidad': 94}
{'sensor': 5, 'vehiculos': 42, 'velocidad': 78}
{'sensor': 2, 'vehiculos': 32, 'velocidad': 90}
{'sensor': 0, 'vehiculos': 43, 'velocidad': 82}
{'sensor': 1, 'vehiculos': 23, 'velocidad': 56}
{'sensor': 4, 'vehiculos': 25, 'velocidad': 77}
{'sensor': 1, 'vehiculos': 13, 'velocidad': 60}
{'sensor': 0, 'vehiculos': 19, 'velocidad': 81}
{'sensor': 2, 'vehiculos': 17, 'velocidad': 42}
{'sensor': 5, 'vehiculos': 15, 'velocidad': 86}
{'sensor': 4, 'vehiculos': 10, 'velocidad': 38}
{'sensor': 1, 'vehiculos': 50, 'velocidad': 55}
{'sensor': 0, 'vehiculos': 11, 'velocidad': 99}
{'sensor': 1, 'vehiculos': 45, 'velocidad': 71}
{'sensor': 4, 'vehiculos': 40, 'velocidad': 45}
{'sensor': 0, 'vehiculos': 29, 'velocidad': 46}
{'sensor': 4, 'vehiculos': 6, 'velocidad': 33}
{'sensor': 1, 'vehiculos': 40, 'velocidad': 25}
{'sensor': 4, 'vehiculos': 24, 'velocidad': 69}
{'sensor': 0, 'vehiculos': 26, 'velocidad': 34}
{'sensor': 4, 'vehiculos': 13, 'velocidad': 87}
{'sensor': 1, 'vehiculos': 27, 'velocidad': 82}
{'sensor': 4, 'vehiculos': 15, 'velocidad': 47}
{'sensor': 4, 'vehiculos': 33, 'velocidad': 83}
Datos recolectados: 300 eventos

==================================================
RESULTADOS FINALES
==================================================
Velocidad promedio: 60.74 km/h
Total de vehículos: 8373
Tiempo total de ejecución: 40.23 segundos
